"Sex";"MaritalStatus";"Age";"Education";"Occupation";"YearsInSf";"DualIncome";"HouseholdMembers";"Under18";"HouseholdStatus";"TypeOfHome";"EthnicClass";"Language";"AnualIncome"
"308";"2";"5";3;"5";"2";"5";1;"1";0;"Rent";"3";"7";"1";27591
"309";"Male";"1";6;"4";"2";"5";2;"2";0;"Own";"1";"7";"?";46894
"310";"Male";"5";3;"4";"4";"5";1;"1";0;"Rent";"3";"7";"1";19997
"311";"2";"5";4;"4";"1";"5";1;"2";0;"Own";"1";"7";"1";66994
"312";"2";"5";1;"2";"6";"?";1;"?";3;"Live with Parents/Family";"1";"1";"1";9136
"313";"2";"5";1;"3";"6";"2";1;"4";2;"Live with Parents/Family";"1";"7";"1";9136
"314";"2";"1";3;"5";"4";"5";2;"2";0;"Own";"1";"7";"1";66994
"315";"2";"1";6;"4";"1";"5";2;"2";0;"Own";"1";"7";"1";66994
"316";"2";"1";6;"4";"5";"5";3;"4";0;"Own";"1";"7";"1";66994
"317";"2";"1";4;"5";"1";"4";2;"4";2;"Own";"1";"7";"1";66994
"318";"2";"5";3;"4";"1";"?";1;"3";0;"Own";"1";"7";"1";32171
"319";"Male";"3";5;"6";"1";"5";1;"?";1;"Own";"1";"7";"1";66994
"320";"Male";"5";2;"4";"6";"5";1;"3";0;"Own";"1";"7";"1";76004
"321";"Male";"1";5;"5";"1";"?";2;"4";2;"Own";"1";"2";"1";66994
"322";"2";"3";5;"4";"1";"5";1;"1";0;"Rent";"3";"7";"1";32171
"323";"Male";"1";3;"6";"1";"2";2;"2";0;"Rent";"3";"7";"1";32171
"324";"2";"1";2;"3";"6";"1";3;"2";0;"Rent";"3";"7";"1";32171
"325";"Male";"5";4;"6";"1";"4";1;"1";0;"Own";"5";"7";"1";66994
"326";"2";"3";5;"6";"4";"5";1;"1";0;"Rent";"?";"7";"1";32171
"327";"Male";"2";4;"4";"1";"?";2;"2";0;"Rent";"3";"7";"1";66994
"328";"Male";"1";3;"6";"1";"2";3;"2";0;"Rent";"1";"2";"3";32171
"329";"2";"5";3;"6";"4";"5";1;"2";0;"Rent";"1";"2";"1";11703
"330";"2";"5";2;"4";"5";"5";1;"5";0;"Live with Parents/Family";"1";"7";"1";66994
"331";"2";"5";1;"2";"6";"5";1;"4";2;"Live with Parents/Family";"1";"5";"1";9136
"332";"2";"1";3;"3";"4";"5";2;"4";2;"Own";"1";"7";"1";66994
"333";"2";"1";4;"6";"1";"?";2;"4";2;"Own";"1";"7";"1";76004
"334";"Male";"2";2;"4";"2";"5";1;"2";0;"?";"3";"5";"1";9136
"335";"2";"2";2;"4";"6";"5";1;"2";0;"Rent";"3";"7";"1";9136
"336";"2";"1";4;"4";"5";"5";3;"4";2;"Own";"1";"7";"1";66994
"337";"Male";"5";2;"4";"3";"5";1;"3";0;"Live with Parents/Family";"1";"7";"1";11703
"338";"Male";"1";NA;"3";"1";"5";3;"2";0;"Own";"?";"7";"1";76004
"339";"2";"2";2;"4";"5";"5";1;"3";1;"Rent";"1";"7";"1";11703
"340";"2";"3";7;"5";"4";"5";1;"1";0;"Own";"?";"7";"1";46894
"341";"2";"5";3;"6";"9";"5";1;"1";0;"Rent";"3";"7";"1";21672
"342";"Male";"5";1;"2";"2";"?";1;"?";0;"Live with Parents/Family";"1";"7";"1";11703
"343";"Male";"5";1;"2";"6";"5";1;"3";1;"Live with Parents/Family";"1";"7";"1";9136
"344";"2";"1";2;"3";"5";"2";3;"4";2;"Rent";"3";"7";"1";11703
"345";"2";"3";3;"3";"6";"5";1;"5";4;"Rent";"3";"7";"1";11703
"346";"2";"5";4;"3";"2";"2";1;"3";2;"Rent";"3";"7";"1";9136
"347";"2";"1";4;"4";"5";"5";3;"3";1;"Own";"1";"7";"1";32171
"348";"Male";"1";6;"1";"3";"5";3;"4";1;"Own";"1";"3";"1";19997
"349";"2";"5";2;"2";"9";"1";1;"9";3;"Rent";"3";"7";"1";9136
"350";"Male";"5";6;"4";"8";"5";1;"1";0;"Rent";"3";"7";"1";9136
"351";"Male";"3";6;"5";"7";"5";1;"?";0;"Rent";"?";"7";"1";46894
"352";"2";"5";2;"5";"6";"5";1;"2";0;"Rent";"1";"7";"1";9136
"353";"2";"3";3;"4";"6";"4";1;"3";2;"Rent";"3";"7";"1";9136
"354";"2";"5";2;"4";"6";"?";1;"3";0;"Live with Parents/Family";"1";"1";"1";35500
"355";"2";"1";2;"5";"1";"3";2;"2";0;"Rent";"3";"7";"1";21672
"356";"Male";"1";2;"4";"3";"3";2;"2";0;"Rent";"3";"7";"1";21672
"357";"2";"4";7;"2";"5";"?";1;"?";0;"?";"3";"7";"1";9136
"358";"2";"1";NA;"4";"6";"2";3;"2";0;"Rent";"3";"7";"1";21672
"359";"2";"1";4;"6";"1";"5";2;"3";1;"Own";"1";"7";"1";46894
"360";"2";"1";6;"5";"8";"5";3;"2";0;"Own";"1";"7";"1";66994
"361";"Male";"1";7;"3";"8";"5";3;"2";0;"Own";"1";"7";"1";66994
"362";"Male";"2";3;"5";"4";"1";1;"6";4;"Rent";"1";"7";"1";21672
"363";"Male";"1";7;"5";"1";"5";3;"2";0;"Own";"1";"7";"1";66994
"364";"Male";"3";3;"5";"1";"4";1;"1";0;"Own";"1";"7";"1";46894
"365";"2";"1";4;"4";"5";"5";2;"5";3;"Own";"1";"2";"1";32171
"366";"2";"4";6;"6";"8";"5";1;"1";0;"Own";"?";"7";"1";32171
"367";"Male";"1";3;"4";"1";"5";2;"2";0;"Rent";"3";"7";"1";32171
"368";"Male";"1";4;"6";"1";"5";3;"4";2;"Own";"1";"7";"1";76004
"369";"Male";"1";5;"4";"3";"5";3;"2";0;"Own";"1";"7";"1";32171
"370";"Male";"1";5;"4";"1";"5";3;"?";0;"Own";"1";"1";"1";76004
"371";"2";"1";3;"5";"2";"4";2;"4";2;"Own";"2";"3";"1";46894
"372";"2";"1";4;"4";NA;"3";2;"2";0;"Own";"1";"7";"1";76004
"373";"Male";"1";4;"4";"1";"?";3;"3";1;"Own";"1";"7";"1";76004
"374";"Male";"4";7;"3";"7";"?";1;NA;0;"?";"4";"7";"1";27591
"375";"2";"5";5;"6";"1";"4";1;"1";0;"Rent";"3";"7";"1";19997
"376";"2";"4";6;"3";"8";"5";1;"1";0;"Own";"1";"7";"1";9136
"377";"Male";"5";5;"4";"8";"?";1;"2";0;"Rent";"1";"7";"1";9136
"378";"2";"1";4;"5";"4";"?";2;"4";2;"Own";"1";"7";"1";66994
"379";"Male";"5";2;"4";"6";"?";1;"3";0;"Live with Parents/Family";"1";"7";"1";66994
"380";"Male";"5";2;"5";"3";"?";1;"2";0;"Rent";"1";"7";"1";19997
"381";"2";"3";5;"3";"5";"5";1;"2";0;"Own";"1";"7";"1";19997
"382";"2";"5";4;"5";"1";"4";1;"1";0;"Rent";"3";"7";"1";21672
"383";"Male";"2";7;"6";"9";"5";1;"2";0;"Own";"1";"7";"1";32171
"384";"Male";"1";2;"3";"3";"?";2;"3";1;"Rent";"3";"7";"1";19997
"385";"Male";"3";3;"4";"1";"5";1;"4";2;"Rent";"1";"7";"1";19997
"386";"Male";"5";1;"3";"2";"1";1;"4";0;"Rent";"3";"1";"1";11703
"387";"2";"2";2;"3";"5";"?";1;"7";5;"Rent";"3";"5";"1";27591
"388";"2";"2";3;"2";"3";"?";2;"7";5;"Rent";"3";"5";"1";27591
"389";"2";"5";1;"2";"6";"1";1;"4";3;"Live with Parents/Family";"5";"7";"1";9136
"390";"2";"3";3;"5";"?";"?";1;"2";1;"Rent";"2";"7";"1";21672
"391";"Male";"5";2;"4";"6";"?";1;"4";0;"Live with Parents/Family";"1";"7";"1";46894
"392";"2";"5";2;"4";NA;"?";1;"4";0;"Live with Parents/Family";"1";"7";"1";9136
"393";"2";"5";2;"4";"6";"1";1;"4";0;"Rent";"3";"7";"1";66994
"394";"2";"2";1;"3";"5";"5";3;"4";1;"Rent";"1";"7";"1";7
"395";"Male";"5";1;"2";"6";"5";1;"4";2;"Live with Parents/Family";"1";"7";"1";9136
"396";"2";"1";3;"4";"1";"5";2;"3";1;"Own";"1";"7";"1";66994
"397";"2";"5";1;"2";"6";"5";1;"4";2;"Live with Parents/Family";"1";"7";"1";9136
"398";"Male";"5";1;"2";"6";"4";1;"3";2;"Live with Parents/Family";"1";"7";"1";9136
"399";"2";"3";5;"6";"1";"5";1;"1";0;"Own";"1";"7";"1";21672
"400";"2";"4";5;"4";"1";"?";1;"2";0;"Own";"1";"7";"1";32171
"401";"Male";"5";3;"4";"3";"?";1;"1";0;"Rent";"3";"7";"1";19997
"402";"2";"3";3;"3";"3";"5";1;"1";0;"Rent";"5";"";"1";11703
"403";"2";"1";4;"6";"1";"5";2;"3";1;"Own";"1";"7";"1";76004
"404";"Male";"1";3;"4";"1";"5";2;"2";0;"Own";"1";"8";"1";66994
"405";"2";"1";6;"3";"8";"5";3;"2";0;"Own";"1";"7";"1";32171
"406";"2";"5";3;"4";"2";"5";1;"1";0;"Rent";"3";"7";"1";11703
"407";"8";"?";2;"4";"7";"?";1;"1";0;"Rent";"3";"7";"3";11703
"408";"Male";"5";2;"4";"3";"2";1;"8";2;"Live with Parents/Family";"1";"7";"1";19997
"409";"Male";"5";3;"3";"1";"?";1;"2";0;"Rent";"3";"7";"1";32171
"410";"Male";"5";3;"4";"3";"5";1;"4";0;"Rent";"1";"7";"1";9136
"411";"Male";"5";1;"2";"2";"5";1;"3";1;"Live with Parents/Family";"1";"7";"1";66994
"412";"Male";"5";3;"3";"6";"2";1;"3";0;"Rent";"3";"3";"1";11703
"413";"2";"5";2;"3";"4";"2";1;"2";0;"Rent";"1";"7";"1";19997
"414";"2";"3";3;"3";"5";"2";1;"2";1;"Live with Parents/Family";"3";"7";"1";9136
"415";"Male";"5";4;"4";"3";"5";1;"1";0;"Rent";"4";"7";"1";32171
"416";"2";"1";5;"5";"1";"4";2;"2";0;"Own";"1";"7";"1";46894
"417";"Male";"1";5;"3";"8";"?";3;"2";0;"Own";"1";"7";"1";76004
"418";"Male";"5";1;"2";"2";"5";1;"2";1;"Live with Parents/Family";"3";"7";"1";9136
"419";"Male";"1";7;"1";"8";"5";3;"2";0;"?";"4";"7";"1";46894
"420";"2";"5";2;"2";"6";"5";1;"3";0;"Live with Parents/Family";"1";"?";"1";76004
"421";"Male";"1";4;"6";"1";"5";2;"4";2;"Own";"1";"7";"1";66994
"422";"2";"1";4;"4";"1";"?";2;"4";0;"Own";"1";"8";"?";66994
"423";"2";"5";1;"2";"9";"2";1;"4";3;"Live with Parents/Family";"1";"7";"1";9136
"424";"Male";"1";7;"3";"2";"5";3;"2";0;"Rent";"1";"7";"1";19997
"425";"2";"1";6;"3";"5";"5";3;"2";0;"Own";"4";"7";"1";46894
"426";"Male";"5";3;"4";"2";"5";1;"3";0;"Live with Parents/Family";"3";"7";"1";21672
"427";"2";"5";2;"3";"2";"?";1;"1";0;"Rent";"1";"7";"1";11703
"428";"Male";"1";7;"4";"";"5";3;"2";0;"Own";"1";"7";"1";32171
"429";"Male";"1";7;"5";"8";"5";3;"2";0;"Own";"1";"7";"1";32171
"430";"2";"4";7;"3";"8";"2";1;"1";0;"Own";"4";"7";"1";27591
"431";"2";"1";5;"5";"?";"5";2;"3";1;"Own";"1";"7";"1";32171
"432";"Male";"1";7;"4";NA;"?";3;"2";0;"Own";"1";"7";"1";27591
"433";"Male";"5";3;"4";"?";"2";1;"?";0;"Own";"4";"7";"1";76004
"434";"2";"5";2;"3";"2";"5";1;"4";1;"Rent";"1";"7";"1";21672
"435";"2";"5";1;"1";"1";"1";1;"3";1;"Live with Parents/Family";"3";"7";"1";19997
"436";"2";"5";1;"1";"6";"?";1;"?";0;"Live with Parents/Family";"3";"7";"1";9136
"437";"2";"1";6;"3";"5";"5";3;"2";0;"Own";"1";"7";"1";11703
"438";"2";"1";6;"6";"2";"5";2;"2";0;"Rent";"3";"7";"1";32171
"439";"Male";"3";6;"6";"8";"5";1;"2";0;"Rent";"1";"7";"1";46894
"440";"2";"1";2;"3";"6";"5";2;"4";2;"Rent";"3";"7";"?";21672
"441";"2";"3";4;"4";"4";"?";1;"4";0;"Rent";"2";"7";"1";21672
"442";"2";"5";1;"2";"6";"2";1;"5";3;"Live with Parents/Family";"1";"7";"1";9136
"443";"2";"2";4;"5";"2";"?";1;"3";0;"Own";"2";"7";"?";32171
"444";"Male";"1";7;"6";"8";"5";3;"2";0;"Own";"1";"7";"1";21672
"445";"2";"5";1;"1";"?";"5";1;"4";2;"Live with Parents/Family";"1";"7";"1";9136
"446";"Male";"2";2;"4";"6";"?";1;"2";0;"Rent";"3";"7";"1";11703
"447";"Male";"5";3;"2";"9";"5";1;"2";0;"Rent";"1";"5";"2";9136
"448";"Male";"2";2;"4";"6";"?";1;"2";0;"Rent";"3";"7";"1";11703
"449";"2";"?";6;"5";"1";"1";3;"2";0;"Own";"1";"7";"1";19997
"450";"2";"4";6;"3";"1";"5";1;"2";0;"Own";"1";"7";"1";21672
"451";"2";"4";7;"4";"8";"5";1;"3";0;"Own";"1";"7";"1";19997
"452";"2";"5";2;"3";"2";"5";1;"4";1;"Live with Parents/Family";"1";"7";"1";9136
"453";"Male";"4";7;"3";"8";"5";1;"1";0;"Own";"1";"7";"1";76004
"454";"2";"5";2;"2";"2";"2";1;"2";0;"Rent";"3";"7";"1";9136
"455";"Male";"5";6;"5";"1";"5";1;"2";1;"Rent";"1";"7";"1";27591
"456";"2";"1";6;"4";"8";"?";3;"2";0;"Own";"1";"7";"1";32171
"457";"Male";"1";6;"5";"1";"5";3;"2";0;"Own";"1";"7";"1";66994
"458";"Male";"1";4;"5";"1";"5";2;"2";0;"Own";"?";"7";"1";27591
"459";"Male";"5";4;"5";"1";"5";1;"1";0;"Own";"1";"7";"1";46894
"460";"2";"5";2;"4";NA;"2";1;"3";0;"Rent";"3";"7";"1";11703
"461";"2";"1";7;"4";"5";"5";3;"2";0;"Own";"1";"7";"1";66994
"462";"Male";"2";4;"5";"1";"2";2;"2";0;"Rent";"3";"7";"1";32171
"463";"2";"1";6;"4";"1";"5";3;"2";0;"Own";"?";"7";"1";76004
"464";"Male";"1";3;"4";"1";"5";2;"3";1;"Own";"1";"7";"1";66994
"465";"2";"1";3;"3";"4";"?";2;"3";1;"Own";"1";"7";"1";66994
"466";"2";NA;4;"6";NA;"2";1;"1";0;"Own";"1";"7";"1";32171
"467";"2";"1";3;"4";"5";"?";3;"3";1;"Own";"1";"7";"1";66994
"468";"2";"3";3;"4";"1";"?";1;"2";1;"Rent";"1";"7";"1";32171
"469";NA;"2";5;"5";NA;"4";2;"4";1;"Own";"1";"7";"1";21672
"470";NA;"3";4;"4";"1";"5";1;"2";0;"Own";"1";"7";"1";66994
"471";"2";"2";3;"6";"1";"2";1;"2";0;"Rent";"5";"7";"1";66994
"472";"2";"4";7;"5";"8";"?";1;"?";0;"Own";"1";"7";"1";32171
"473";"2";"1";3;"3";"1";"?";2;"2";0;"Own";"1";"7";"1";19997
"474";"Male";"4";7;"4";"8";"5";1;"1";0;"Own";"4";"7";"?";9136
"475";"Male";"5";6;"3";"8";"?";1;"1";0;"Own";"4";"7";"1";11703
"476";"2";"3";4;"6";"1";"4";1;"2";0;"Own";"1";"7";"1";19997
"477";"2";"5";2;"2";"9";"?";1;"?";0;"Rent";"3";"7";"1";9136
"478";"2";"3";3;"6";"1";"4";1;"1";0;"Rent";"3";"7";"1";21672
"479";"2";"5";5;"3";"8";"?";1;"1";0;"Rent";"3";"1";"1";9136
"480";NA;"3";3;"6";"1";"5";1;"1";0;"Own";"1";"1";"1";76004
"481";"2";"1";6;"6";"1";"5";3;"2";0;"Own";"5";"7";"1";46894
"482";"Male";"1";5;"5";"1";"?";2;"3";1;"Own";"1";"7";"1";66994
"483";"2";"5";2;"4";"1";"?";1;"2";0;"Rent";"3";"7";"1";32171
"484";"Male";"2";2;"4";"4";"4";1;"5";2;"Live with Parents/Family";"1";"7";"1";32171
"485";"Male";"1";4;"6";"1";"5";2;"3";1;"Own";"1";"5";"1";66994
"486";"Male";"1";5;"4";"1";"5";2;"2";0;"Own";"1";"7";"1";66994
"487";"2";"1";3;"3";"1";"2";2;"3";1;"Rent";"1";"7";"1";46894
"488";"2";"2";2;"5";"6";"?";1;"6";0;"Rent";"1";"7";"1";19997
"489";"2";"5";2;"4";"6";"2";1;"6";2;"Live with Parents/Family";"1";"7";"1";9136
"490";"Male";"5";2;"3";"1";"?";1;"8";2;"Live with Parents/Family";"1";"7";"1";76004
"491";"Male";"1";7;"3";"8";"?";3;"2";0;"Own";"4";"7";"1";21672
"492";"2";"1";7;"3";"8";"?";3;"2";0;"Own";"4";"7";"1";21672
"493";"2";"5";2;"4";"2";"3";1;"1";0;"Rent";"2";"2";"1";9136
"494";"2";"5";2;"5";"3";"5";1;NA;0;NA;"1";"7";"1";9136
"495";"2";"1";3;"5";"1";"5";3;"4";2;"Own";"4";"7";"1";19997
"496";"Male";"5";3;"3";NA;"?";1;"2";0;"Rent";"1";"7";"1";11703
"497";"2";"3";4;"4";"1";"?";1;"1";0;"Rent";"3";"7";"1";27591
"498";"2";"3";6;"3";"9";"5";1;"2";0;"Own";"1";"7";"1";19997
"499";"Male";"3";4;"5";"4";"3";1;"3";0;"Rent";"1";"7";"1";19997
"500";"2";"3";4;"3";"8";"5";1;"2";0;"Own";"1";"7";"1";21672
"501";"2";"4";6;"2";NA;"5";1;"4";0;"Own";"1";"7";"1";11703
"502";"2";"1";5;"4";"1";"5";2;"2";0;"Rent";"1";"8";"1";21672
"503";"Male";"1";3;"4";"4";"5";2;"2";0;"Rent";"1";"7";"1";27591
"504";"Male";"1";7;"4";"8";"?";3;"2";0;"Own";"?";"7";"2";27591
"505";"2";"1";7;"4";"8";"?";3;"2";0;"Own";"1";"7";"1";27591
"506";"2";"4";6;"2";"8";"?";1;"?";0;"Live with Parents/Family";"?";"7";"1";9136
"507";"2";"1";4;"3";"1";"?";2;"4";1;"Own";"1";"7";"1";27591
"508";"2";"1";4;"5";"2";"5";2;"4";2;"Own";"1";"7";"1";46894
"509";"2";"1";3;"3";"3";"?";2;"2";0;"Own";"1";"7";"1";27591
"510";"Male";"1";3;"4";"1";"5";2;"4";0;"Own";"1";"7";"1";66994
"511";"Male";"1";6;"4";"8";"5";3;"2";0;"Own";"1";NA;"1";27591
"512";"2";"5";2;"3";"6";"5";1;"7";0;"Live with Parents/Family";"1";"7";"1";21672
"513";"Male";"3";6;"2";"3";"2";1;"3";0;"Rent";"1";"7";"1";19997
"514";"2";"5";2;"4";"1";"?";1;"3";0;"Live with Parents/Family";"1";"7";"1";11703
"515";"Male";"5";3;"5";"1";"?";1;"3";0;"Own";"1";"7";"1";21672
"516";"Male";"4";7;"4";"8";"5";1;"1";0;"Own";"1";"7";"1";66994
"517";"Male";"4";3;"5";"1";"?";1;"2";0;"Own";"1";"7";"1";76004
"518";"Male";"1";7;"3";"8";"?";3;"2";0;"Own";"1";"7";"1";11703
"519";"2";"1";3;"4";"4";"5";2;"4";2;"Own";"1";NA;"1";46894
"520";"Male";"1";5;"6";"1";"4";2;"7";4;"Rent";"1";"8";"1";27591
"521";"Male";"1";4;"6";"1";"5";2;"3";0;"Own";"1";"7";"1";76004
"522";"2";"1";3;"4";"6";"3";3;"4";2;"Own";"1";"7";"1";66994
"523";"2";"1";7;"4";"8";"5";3;"2";0;"Own";"1";"7";"1";21672
"524";"Male";"5";3;"4";"3";"?";1;"1";0;"Own";"1";"7";"1";32171
"525";"Male";"5";2;"5";"?";"5";1;"1";0;"Rent";"3";"7";"1";21672
"526";"2";"1";6;"3";"8";"?";3;"2";0;"Own";"1";"1";"1";11703
"527";"Male";"5";1;"2";"6";"?";1;"3";1;"Live with Parents/Family";"1";"7";"1";9136
"528";"2";"5";2;"6";"6";"5";1;"1";1;"Rent";"3";"7";"1";9136
"529";"Male";"5";1;"2";"6";"5";1;"3";1;"Live with Parents/Family";"1";"7";"1";9136
"530";"2";"3";7;"3";"1";"5";1;"1";0;"Rent";"3";"7";"1";19997
"531";"2";"1";6;"4";"8";"5";3;"2";0;"Own";"1";"7";"1";32171
"532";"Male";"5";2;"4";"6";"4";1;"2";2;"Rent";"3";"7";"1";76004
"533";"Male";"5";2;"4";"6";"2";1;"2";0;"?";"3";"7";"1";76004
"534";"2";"3";5;"4";"3";"5";1;"1";0;"Rent";"3";"7";"1";9136
"535";"Male";"?";5;"4";"1";"?";2;"2";0;"Own";"4";"7";"1";76004
"536";"2";"5";2;"4";"6";"5";1;"4";1;"Live with Parents/Family";"1";"7";"1";9136
"537";"2";"1";5;"?";"?";"?";2;"4";1;"Own";"1";"7";"1";46894
"538";"Male";"1";4;"4";"1";"?";2;"2";0;"Own";"1";"7";"1";21672
"539";"Male";"3";3;"4";"2";"5";1;"1";0;"Rent";"1";"7";"1";46894
"540";"Male";"1";4;"4";"1";"5";2;"4";2;"Own";"1";"1";"1";21672
"541";"2";"1";4;"4";"4";"?";2;"4";1;"Own";"1";"7";"1";46894
"542";"Male";"5";1;"2";"2";"5";1;"4";1;"Live with Parents/Family";"1";"7";"1";9136
"543";"Male";"5";3;"5";"1";"5";1;"1";0;"Rent";"3";"7";"1";66994
"544";"Male";"1";5;"4";"1";"?";3;"3";0;"Own";"1";"7";"1";66994
"545";"Male";"5";4;"4";"6";"4";1;"1";0;"Rent";"1";"7";"1";19997
"546";"2";"1";4;"4";"1";"5";2;"4";1;"Own";"1";"7";"1";46894
"547";"Male";"1";4;"5";"2";"5";2;"2";0;"Own";"1";"7";"2";66994
"548";"Male";"1";7;"3";"8";"5";3;"2";0;"Own";"1";"7";"1";19997
"549";"Male";"2";3;"6";"8";"5";3;"2";0;"Own";"5";"7";"1";76004
"550";"2";"5";3;"4";"9";"4";1;"?";0;"Rent";"3";"7";"1";9136
"551";"Male";"2";2;"4";"6";"?";1;"2";0;"Rent";"3";"7";"1";9136
"552";"Male";"5";3;"4";"1";"5";1;"1";0;"Rent";"1";"7";"1";21672
"553";"2";"1";3;"5";"1";"5";2;"2";0;"Own";"1";"7";"1";66994
"554";"2";"1";4;"5";"1";"2";2;"2";0;"Own";"1";"7";"1";66994
"555";"2";"2";2;"4";"6";"3";1;"2";0;"Rent";"3";"7";"1";9136
"556";"Male";"5";4;"4";"7";"2";1;"3";0;"Own";"1";"5";"1";27591
"557";"Male";"5";4;"5";"7";"1";1;"1";0;"Own";"1";"7";"1";32171
"558";"Male";"5";3;"4";"6";"2";1;"1";0;"Rent";"3";"7";"1";9136
"559";"Male";"3";6;"5";"8";"5";1;"1";0;"Rent";"1";"7";"1";32171
"560";"2";"1";5;"4";"1";"5";3;"2";0;"Own";"1";"7";"1";21672
"561";"2";"5";1;"2";"6";"4";1;"5";3;"Live with Parents/Family";"1";"7";"1";9136
"562";"2";"1";6;"3";"5";"5";3;"2";0;"Own";"1";"7";"1";21672
"563";"Male";"5";1;"1";"6";"?";1;"4";2;"Live with Parents/Family";"2";"7";"1";9136
"564";"Male";"5";1;"2";"2";"?";1;"4";2;"Rent";"2";"7";"1";9136
"565";"Male";"1";7;"3";"8";"?";3;"2";0;"Own";"1";"7";"1";32171
"566";"2";"1";7;"3";"8";"?";1;"2";0;"Own";"1";"7";"1";32171
"567";"Male";"1";4;"4";"3";"5";1;"2";0;"Own";"1";"7";"1";27591
"568";"2";"5";1;"2";"6";"2";1;"5";3;"Live with Parents/Family";"?";"5";"2";9136
"569";"2";"5";1;"1";"6";"2";1;"5";3;"Live with Parents/Family";"1";"5";"1";9136
"570";"Male";"3";3;"3";"3";"4";1;"1";0;"Rent";"3";"7";"1";32171
"571";"2";"1";3;"4";"4";"5";2;"4";2;"Rent";"1";"7";"1";46894
"572";"Male";"1";4;"6";"1";"2";3;"5";3;"Rent";"1";"7";"1";"27591"
"573";"Male";"5";2;"3";"3";"2";1;"3";0;"Rent";"3";"7";"2";11703
"574";"Male";"5";2;"4";"1";"2";1;"1";0;"Rent";"3";"7";"1";21672
"575";"2";"4";7;"4";"8";"?";1;"2";0;"Own";"1";"7";"1";11703
"576";"8";"?";2;"3";"4";"5";3;"?";4;"?";"3";"1";"1";11703
"577";"2";"5";2;"4";"4";"5";1;"3";0;"Live with Parents/Family";"1";"7";"1";9136
"578";"Male";"1";3;"3";"3";"?";2;"3";1;"Rent";"3";"7";"1";11703
"579";"2";"1";7;"3";"8";"5";3;"2";0;"Own";"4";"7";"1";32171
"580";"2";"5";2;"3";"6";"?";1;"3";0;"Live with Parents/Family";"1";"5";"1";19997
"581";"2";"1";5;"3";"4";"5";2;"2";0;"Own";"1";"8";"1";66994
"582";"2";"3";6;"4";"4";"3";1;"2";0;"Rent";"3";"7";"1";27591
"583";"2";"4";7;"4";"8";"4";1;"1";0;"Own";"1";"7";"1";19997
"584";"2";"5";4;"5";"4";"4";1;"?";2;"?";"1";"1";"?";21672
"585";"Male";"2";3;"4";"1";"1";1;"2";0;"Rent";"1";"7";"1";21672
"586";"2";"2";4;"4";"2";"5";2;"2";0;"Own";"1";"7";"1";66994
"587";"2";"5";3;"4";"1";"?";1;"3";0;"Own";"1";"7";"1";66994
"588";"2";"5";2;"4";"6";"?";1;"1";0;"Rent";"3";"7";"1";9136
"589";"2";"5";2;"4";"6";"?";1;"3";0;"Rent";"5";"7";"1";9136
"590";"Male";"1";4;"6";"5";"5";3;"4";2;"Own";"1";"7";"1";66994
"591";"Male";"5";2;"4";"6";"5";1;"5";0;"Rent";"3";"?";"1";9136
"592";"2";"3";6;"2";"8";"?";1;"1";0;"Live with Parents/Family";"1";"7";"1";19997
"593";"Male";"5";3;"4";"1";"4";1;"3";1;"Rent";"1";"7";"1";21672
"594";"2";"5";3;"5";"1";"5";1;"1";0;"Rent";"3";"7";"1";19997
"595";"Male";"4";7;"2";"8";"?";1;"?";0;"?";"?";"?";"?";19997
"596";"2";"4";7;"5";"8";"5";1;"1";0;"Own";"4";"7";"1";9136
"597";"2";"1";3;"6";"5";"4";2;"5";3;"Own";"1";"7";"1";32171
"598";"Male";"1";3;"6";"1";"4";2;"5";3;"Own";"1";"5";"1";32171
"599";"Male";"5";4;"4";"8";"3";1;"1";0;"Own";"1";"7";"1";32171
"600";"Male";"5";3;"3";"?";"?";1;"?";0;"Rent";"2";"8";"1";21672
"601";"2";"1";2;"3";"4";"?";2;"3";1;"Rent";"3";"7";"1";27591
"602";"2";"3";4;"6";"1";"5";1;"1";0;"Rent";"3";"7";"1";19997
"603";"Male";"5";1;"2";"6";"5";1;"3";1;"Live with Parents/Family";"1";"7";"1";9136
"604";"Male";"1";4;"4";"1";"5";2;"4";2;"Own";"1";"7";"1";21672
"605";"2";"1";6;"3";"5";"5";1;"?";0;"?";"4";"7";"1";76004
"606";"Male";"5";2;"5";"1";"3";1;"3";0;"Rent";"3";"7";"?";21672
"607";"2";"3";4;"5";"1";"5";1;"1";0;"Rent";"3";"7";"?";21672
"608";"2";"5";2;"2";"6";"5";1;"5";3;"Own";"1";"7";"1";9136
"609";"2";"1";1;"2";"5";"5";3;"3";1;"Rent";"3";"7";"1";9136
"610";"2";"1";4;"5";"1";"5";2;"3";1;"Own";"1";"7";"1";66994
"611";"2";"5";2;"3";"6";"5";1;"3";1;"Live with Parents/Family";"2";"7";"1";32171
"612";"2";"5";1;"2";"6";"?";1;"4";2;"Live with Parents/Family";"4";"7";"1";9136
"613";"Male";"3";3;"4";"1";"3";1;"1";0;"Live with Parents/Family";"1";"7";"1";27591
"614";"Male";"1";3;"5";"1";"4";3;"7";5;"Own";"1";"7";"1";76004
"615";"Male";"1";5;"4";"2";"5";2;"2";0;"Own";"2";"7";"1";32171
"616";"Male";"1";6;"5";"1";"5";3;"2";0;"Own";"4";"7";"1";76004
